	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD_QD_2020_06_15_bin_20	0	2.608215257	1.095421188	1.297485354	1.349424807	3.695247294	3.153485276	1.833580709	1.132449205	1.502451051	0.87245375	5.182038843	2.753520023	3.801206672	5.230338118	6.266075618	3.499029347	3.873278461	2.143681463	5.96130235	5.24008364	7.947040937	4.012976386	1.374728689	6.325134275	7.306159106	4.291976352	1.000931744	5.809303062	2.89127187	4.36119282	6.605995784	5.511586014	3.878320807	6.970974428	1.966288943	1.456534373	4.19065819	1.131967021	1.348684157	0	1.921793411	1.261018156	2.626780359	2.862234644
SD_QD_2020_06_15_bin_23	0	0	0	0.766620714	0	0	0	0	0.863069327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125803223	0	0.977217126	0	0
SD_QD_2020_06_15_bin_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.445424631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_35	1.077281077	4.652069663	2.267151786	3.974799663	4.497485103	10.96595949	7.821546085	4.467657178	1.730515469	3.834237896	3.639997437	6.370613512	3.856282887	12.61334506	7.19235799	11.31545496	10.14099381	6.962419917	2.918409782	4.733553018	2.790045886	6.140356046	4.220007318	3.084736633	3.183663427	5.018493263	6.102611088	4.396786451	3.678935889	2.47049057	7.310015697	4.007186612	6.253230548	3.090866873	4.882156308	1.322366816	2.131140626	2.766834343	1.815527745	6.030233804	2.541012011	2.05925264	2.299730655	2.824627146	3.199729917
SD_QD_2020_06_15_bin_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_38	2.292591919	7.368453039	3.946540522	5.10239287	3.615823527	8.742312241	9.898817743	4.492175453	4.844120192	5.513678862	4.954185061	9.908485505	7.336183039	7.931160735	14.75593182	13.09335793	10.21759777	10.13963816	7.797145631	15.02067761	11.39704622	12.78418729	9.885682367	4.628464478	10.83373649	14.97433392	9.775055909	7.477318454	14.68938674	8.972218437	15.31373522	12.34226039	14.0327327	10.10849564	13.4531638	6.995711695	7.162850925	8.891876263	4.110095142	4.603892768	4.266015678	9.142357173	5.353439732	5.400360593	8.170912922
SD_QD_2020_06_15_bin_40	0	0	0	0.778749662	0.972885936	0	0	1.139051153	0	0	0	0	0.865356982	0	0	0	0	0	1.122769785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86524456	0	0	0	0
SD_QD_2020_06_15_bin_44	2.333461343	4.743171206	2.813790226	3.715007155	3.490561014	6.917861778	3.426514116	3.323577907	3.773628492	2.90048682	2.522463558	3.169343286	3.543188263	5.357487595	5.492597368	5.141875156	4.269299484	5.514165984	2.167225816	3.880773011	1.974032347	3.833165199	3.791695952	3.339568386	1.905545325	3.531727045	5.011728326	1.538175911	3.121599536	2.706295711	6.018004275	3.154818452	5.056509748	1.776789059	3.187163872	2.317527995	1.21132416	1.976464965	1.992820043	3.931901402	3.669401505	2.881310812	2.047700711	1.53257605	3.19595311
SD_QD_2020_06_15_bin_6	0	0	0	0.811535483	1.111698682	1.256367482	0	0	0	0	0	0	0	0.998043322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_7	0	0	1.526418617	2.142321971	2.462036883	2.159445691	1.989811958	2.906442334	2.843103402	1.191868835	0	1.69684253	1.808097381	1.482126188	0.979718068	1.775641812	0	0.986699923	0	0.976492409	0	0.944273403	0	2.563249372	0	0	1.225271531	0	0	0	2.666409832	0	1.72296457	0	0	0	0	0	1.390773912	1.809395701	1.659671721	1.252004892	1.273831289	0	1.217043756
SD_QD_2020_12_15_bin_6	1.46867175	0	1.010994641	1.212906581	1.54953654	1.291700225	0	0.915113188	1.367280285	0	0.87380255	0	0	1.037811034	0	0	0	0	0	0	0	0	0	1.246901575	0	0	1.445405042	0	0	0	0	0	0	0	0	0	0	0	0	1.091725855	0	0	0	0	0
SD_QD_2021_02_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2021_02_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_100_ultra_bin_1	0	2.222130116	0	1.295840762	1.017603056	2.66866248	1.658409929	0.956460924	0	1.641828502	1.530858008	2.235592556	1.747434412	2.884574805	4.78957547	4.148487859	3.775132463	1.985830864	3.092805851	3.760526413	3.062955781	4.367455947	2.72433457	1.051959026	2.2780151	3.080516393	2.407146112	2.43900165	4.403555693	1.717559425	4.733327482	2.518486698	3.740054079	2.502537321	3.271195219	1.683678786	0.991105621	3.450552046	0	1.234893285	0.95279442	0.981460611	1.407972743	1.913941504	1.380234748
SD_QD_2023_07_100_ultra_bin_3	0	1.094509149	1.994864597	1.921368039	3.253772006	1.790510246	1.618121942	1.717457361	1.795016036	1.075984373	0	2.359852484	1.383790123	2.168187892	1.198510295	1.664433604	2.377810158	0	0	0.984892095	1.004416706	1.542863976	0	1.540157582	0	0	1.253525149	0	0	0	2.337610923	0	1.223422829	0.987516397	1.031651163	0	0	0	1.152843631	1.165529998	1.547537143	0	0.952077896	0	0
SD_QD_2023_07_40_ultra_bin_12	8.650404163	13.12800927	5.726107975	7.209168886	6.389966248	20.43313372	31.0188682	5.490665317	4.265448396	13.15996737	9.277376949	16.04686649	5.595169912	23.59816366	13.28639297	24.4075556	11.30550419	12.93562038	6.100288507	10.65868121	5.809789564	11.24507695	6.060304275	6.464700316	6.578341903	5.554939959	16.83368505	2.435631358	8.155251329	5.567452741	44.44085646	4.477086468	9.962187039	7.215564068	4.709404175	2.634059618	3.928730016	7.073018058	2.867928285	11.62328398	4.390104813	4.712329035	4.618241951	3.954690443	4.616362521
SD_QD_2023_07_40_ultra_bin_16	0	1.016916057	1.026902826	0.838967842	1.180879655	2.14091077	1.362593415	1.105095541	0	0	0	1.566894561	1.206349933	1.97805943	1.68545229	1.944991325	1.513870843	0	1.227248406	1.505596464	1.209508347	1.984142108	1.016410306	0	0	1.647167023	1.193633317	0	1.506503394	0	3.076009907	1.305105784	2.374793711	0	1.332526974	0	0	0	0	0.935221238	0	0	0	0	0.807646605
SD_QD_2023_07_40_ultra_bin_3	0	2.016654119	1.202090775	1.841630904	1.303079493	3.444690703	1.858610113	1.361679052	1.22573801	1.582883564	1.799684431	2.012983614	2.852800835	2.676674461	4.796240171	3.370731974	3.536413151	2.819471554	3.130083063	3.896288776	3.282754459	4.203199803	2.506406777	1.439755525	2.370381876	3.653776167	2.553364619	3.033290035	4.958681589	2.406628429	3.34660411	3.826656341	3.525446557	3.384219483	3.850781108	1.60434974	1.961441364	3.304752084	1.231756037	2.046565927	1.161614173	2.357293232	0.893102796	2.24631363	2.124279882
SD_QD_2023_07_60_normal_bin_5	0	2.750550811	0	1.296174974	1.518023369	4.201595557	2.895047628	1.02671267	1.054843741	2.445641548	1.280046846	3.872933212	2.371532828	3.667458048	5.63705415	5.633462986	3.836426765	3.397393445	3.720812712	5.492369633	4.419775345	7.295594793	4.154232892	1.161310127	4.920303288	6.542983833	4.10063825	2.613625341	4.923641904	2.608479371	5.755682035	4.692158326	4.884124636	3.832809867	5.089566528	2.139082582	1.372035794	4.108142831	1.113016656	1.60746203	1.003758792	1.417823432	0.921707662	2.776072277	2.324191514
SD_QD_2023_07_60_ultra_bin_7	1.272766852	5.298177928	2.002301076	3.094403855	2.568370807	7.286267912	8.166380297	2.642074625	2.67108124	4.244914298	3.705670743	8.054999343	5.622862788	6.819110393	11.51178684	11.41682182	7.497346297	6.638473867	6.480409756	11.25136066	9.357783208	10.2009483	8.346250666	3.183874719	7.46116118	9.521558998	8.044990218	6.0805268	11.14810622	5.214263761	11.95271661	9.698593257	10.26483623	5.934699825	9.962268375	2.904282774	4.157762257	4.827466224	2.467771681	3.252581721	2.535116286	4.075986865	1.664933653	3.252282977	4.567643133
SD_QD_2023_07_80_normal_bin_13	0	3.224931964	1.636041918	2.033952929	1.78420853	4.423157181	4.286149984	1.701024628	2.088072993	3.463606282	2.539869018	4.720887398	4.051998369	3.731661651	7.650134017	6.112372123	5.630397751	5.158744782	4.107268332	7.904546548	5.415874067	6.589619154	5.074087369	2.064008664	5.322553991	6.809589213	4.974268288	3.960579654	7.749885554	4.580116909	7.69860053	6.642778222	6.91665932	5.19462043	6.958716604	3.447860597	3.258179952	4.31266681	1.990241996	2.066105712	1.710710962	3.842589887	2.259515788	2.979433002	3.682415361
SD_QD_2023_07_80_normal_bin_14	1.00466972	5.365568601	1.944706214	2.794968864	2.269900537	7.135878279	7.945818133	2.594415751	2.727423227	3.737218727	3.193194089	7.947740035	5.211888683	6.392399378	10.86481112	10.81051877	7.219318875	6.701107696	6.184038436	10.9804958	8.082502072	9.541851166	7.506722784	2.902454195	6.808781239	10.36277775	7.581511737	5.4436746	10.71878585	5.47042267	12.22593559	9.552227877	9.62923512	6.153056295	9.967051066	2.890668509	3.853165095	4.228212287	2.51974186	2.648638102	2.022491651	3.841984188	2.012500932	3.141369937	4.126358011
SD_QD_2023_07_80_normal_bin_18	0	2.228567863	1.177579439	1.546402364	0.852349741	2.94793195	3.137074763	1.408624515	1.162221699	1.950922041	1.180848749	2.813142794	2.369561421	2.760370087	4.472898035	4.8147232	3.990133323	3.158448543	1.993848045	3.827759834	3.503469202	4.41234004	3.241750919	1.202358297	3.686936109	4.143342423	2.513461691	2.764194227	5.172205175	2.805135574	5.47658336	4.36348888	4.778073843	3.511577408	4.74759578	2.230278636	1.807861909	2.656641694	1.082727088	1.11779359	1.119016749	1.748927759	1.319170414	1.619363108	2.242550929
SD_QD_2023_07_80_ultra_bin_14	0.907883723	1.798848392	1.273490915	1.627469782	1.422516171	3.350213515	1.946748571	1.552081978	1.564476125	1.454975293	1.27646016	5.291607021	2.720394364	2.813057749	6.0007353	4.852829633	4.232583341	3.941699353	3.758195864	7.75808656	4.712730076	7.847122583	3.79112718	1.666299148	3.165992247	6.423670529	3.558722384	2.056345352	6.380689392	2.709105604	3.977526038	5.942168816	6.226242638	3.17537499	5.26062755	0.814792954	1.65053643	2.116707172	1.259710571	1.758048391	0.903303773	2.57449398	0	0.923842194	1.782502172
SD_QD_2023_07_80_ultra_bin_15	0	2.747418743	1.099884354	1.682599303	1.456322994	4.36237543	1.692611127	1.479447542	1.316896335	1.714028018	2.578531674	2.218317952	2.544891868	2.543827387	4.641379698	3.467182063	3.256821671	2.660844444	2.974354862	4.636314954	2.482763465	4.443616104	2.975465922	1.449191517	3.563878151	3.846562473	2.625475162	2.907658461	4.414927547	2.987047109	3.808159849	4.00524789	4.950925485	3.168233585	3.655534713	1.886237763	1.810333281	3.31502086	1.279834672	2.019887151	1.528266818	1.874291085	0	2.281065266	2.183603712
SD_QD_2023_07_80_ultra_bin_21	0	0	0	0.883002019	0	1.393907851	1.404181174	0	0	0	0	1.77118335	1.472580319	1.524582071	3.421251933	2.597811087	1.544662217	1.807690542	1.322770338	2.770877669	2.188167824	2.752123384	2.820786463	0	1.932015179	3.193124039	1.929706234	1.314876041	2.574127068	1.69009605	2.658166924	3.345511626	3.08382973	2.297043456	3.575928785	0.817202499	0.973998218	1.907944226	0	0	0	0	0	0.928295218	1.523593439
SD_QD_2023_07_80_ultra_bin_3	0	1.476135601	0	0.755419086	0	2.383250223	2.496720211	0	0	1.419211735	0	3.936648884	1.294498336	2.355435545	3.250987169	4.577863856	1.397997523	2.005283062	2.499090523	5.51291017	5.295489812	4.610614624	2.948039598	0	2.559160355	4.99771428	2.47166727	1.759549325	4.155622809	1.521924339	4.161368305	5.205312088	5.411781467	2.495875278	3.946904863	0.892829281	1.396550486	1.629807456	0.944525839	0	0	1.445496793	0	0	1.104180492
SD_QD_2023_07_80_ultra_bin_7	0	2.538302242	1.420755639	1.432606256	1.100160545	3.351673546	3.817484118	1.251490471	1.278242605	1.64730049	1.593949675	3.498952433	2.442740094	2.971584694	4.466999901	4.631782088	3.787038344	3.373207939	2.196757842	4.53776542	3.603814311	4.102703896	3.056947057	1.068587938	3.971443618	4.141622938	3.010873932	2.278537245	4.946838584	2.454928712	4.692927395	4.573305311	4.533909335	3.486238365	4.499315387	2.005319194	1.916856125	2.066380434	1.076445274	1.062900946	1.226672285	2.080505451	1.554086364	1.45283619	2.421646734
ZJ_NB_2021_05_15_bin_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HN_SY_2021_04_15_bin_4	0	0	0	0.679115763	0	0	0	0	0	0.954055723	0	1.295264347	0	1.422166448	1.048404192	1.768857993	0	0	0.98593834	1.513857029	1.450821354	1.269379292	0	0	0	0.948290569	0	1.636647639	2.25162672	0.909241316	0	2.20283394	2.229978445	3.414194743	1.764667686	0	1.625561751	1.386961674	0.977343768	0	0	0	0	0	0
LN_DD_2021_06_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_10	0	1.019214711	0	1.125203002	1.417171909	2.398785929	1.115571085	1.351238811	0.858937635	0	0	1.504793034	0.918313027	1.301343103	0	1.49591529	0	0	0	0.81259874	0	1.135072584	0	0.876751397	0	0	0.972209525	0	0	0	1.701102825	0	2.300881114	0	0	0	0	0	0	1.044574233	0	0	0	0	0
LN_DD_2021_06_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_4	0	0	0	0	0	0.967729641	0	0	0	0	0	1.200878499	0	0	0	1.207411339	0	0	0	1.145346349	0	1.414983263	0	0	0	0	0	0	0	0	1.456512497	0	1.331729034	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_NB_2021_05_15_bin_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJ_WZ_2021_05_15_bin_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GD_ZH_2021_05_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS_LYG_2021_05_15_bin_5	0	1.325675003	1.347218221	1.154018786	1.12960482	2.243593102	2.518980877	1.146295839	1.057961863	1.084803752	1.297701854	2.398535631	1.497927211	2.097542161	2.305267708	3.048437375	3.092582686	1.80145485	1.464114422	2.419157074	2.253258696	3.245718794	2.111863205	1.056390141	2.741333676	2.296027001	1.84858344	1.089438075	2.617606525	1.077609735	2.680861886	1.912218489	2.218528174	1.481331443	2.055308612	0	0	1.203206263	0	0.957938425	0	0	0	1.079653	0.834313582
JS_YC_2021_05_15_bin_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_DY_2021_06_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_13	1.008618017	3.076810606	2.062863997	1.774208058	1.930546879	4.849200099	4.297513085	1.866233672	1.690492939	2.136431509	1.907789567	3.869869207	2.190910546	3.7909352	3.388146305	4.484334632	3.376787457	2.95793547	2.059271112	2.758599747	2.814627477	3.502304055	2.393086121	1.993148576	1.998497589	2.780048759	3.415789989	1.414544995	3.2764996	1.130081801	4.563431716	1.90878668	2.867704896	2.415527815	2.895248328	1.199327921	1.205026484	1.973736433	1.197653566	1.785026764	1.176903964	0.968647326	2.215888	2.059097263	1.393525666
SD_QD_2020_06_15_bin_41	0	1.4833717	0	0	0	1.933097262	0.966784593	0	0	0.884132304	0	1.338034504	0	1.556643549	2.222792434	2.333487486	2.035498085	1.186849251	1.071724378	1.556156504	1.028757667	2.152567778	0.88652159	0	1.362207998	1.659425917	1.261374168	0.960740206	1.692716653	0	2.827424973	1.103840745	1.743409759	1.12118285	1.602052643	0	0	1.471454582	0	0	0	0	0	0.968839677	0
SD_QD_2023_07_100_ultra_bin_9	1.771939752	3.481899519	5.94909831	4.681570912	4.804095328	6.350954577	6.941102937	5.831930769	5.041418155	2.384255818	5.684035971	4.657348537	4.779093253	4.859403144	4.781484806	5.7165613	6.817908969	4.331677044	2.204257826	3.633268014	3.930642734	4.824338615	3.972381295	5.361676147	4.898413857	4.063012742	4.620475986	1.640980184	4.305756079	3.505179724	6.124848362	3.457559998	4.514981528	4.166732075	4.011800656	2.566486469	1.533101822	3.806270675	3.063631224	3.724834157	4.028822576	2.426610813	6.864699842	5.201315663	3.631306614
SD_QD_2023_07_20_normal_bin_3	0.987709321	2.056538226	1.282133976	1.394543502	1.858403612	3.790777663	2.841537846	1.54718472	1.3487919	1.256560465	1.106522742	2.306663387	1.291681117	2.542605849	2.067261343	2.577147226	1.62426347	1.472959543	1.387688768	1.633661602	1.458599595	2.168275608	1.429898796	1.46661834	1.194960064	1.729680666	1.797427048	1.002900357	2.123802093	0	2.770207137	1.127671706	1.550505234	1.33625607	1.388119661	0.814689415	0	1.295872631	0	0	0	0	1.176817626	1.508602529	1.065951763
SD_QD_2023_07_80_ultra_bin_19	0	0	0	0	0	2.561179396	0	0	0	0	0	2.080326658	1.352370521	1.192143695	5.330340309	2.651650678	2.122983386	2.299822712	1.673300135	4.108200186	1.944112885	4.754174077	2.220131744	0	2.343593899	4.620840915	1.673170309	0.789431674	2.965936979	1.551408013	1.257424556	3.333524087	2.969098102	2.06766513	4.355569952	1.013637721	0	1.506131333	0	0	0	0.984735698	0	2.263607145	1.456310982
JS_YC_2021_05_15_bin_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
